player_name,team_title,games,time,shots_on_target_against,goals_against,xG_against,post_shot_xG,saves,penalty_saved,saves_per90,shots_on_target_against_per90,goals_against_per90,save_pct,season,league
"Fernandez, Laurence",De La Salle University,10,48180.0,18,6,5.431,5.473,12,0,1.345,2.017,0.672,66.67,2024,Philippine College
"Lopez, Ryan",Mapúa University,11,54054.0,28,6,7.854,7.939,22,0,2.198,2.797,0.599,78.57,2025,Philippine College
"Perez, Angelo",Ateneo de Manila University,12,57888.0,13,4,2.202,2.226,9,0,0.84,1.213,0.373,69.23,2024,Philippine College
"Aningalan, Jul",Ateneo de Manila University,13,59904.0,38,14,12.039,11.833,24,0,2.163,3.425,1.262,63.16,2024,Philippine College
"Bacaycay, Kurt",University of the Philippines,14,64512.0,25,10,5.871,5.903,15,0,1.256,2.093,0.837,60.0,2024,Philippine College
"Barro, Harvy",San Beda University,15,70200.0,18,5,4.512,5.309,13,0,1.0,1.385,0.385,72.22,2024,Philippine College
"Escodo, Bel",De La Salle University,13,58812.0,20,5,3.907,3.801,15,0,1.377,1.836,0.459,75.0,2024,Philippine College
"Tagara, Pedro",Adamson University,10,45420.0,8,0,1.797,1.471,8,0,0.951,0.951,0.0,100.0,2024,Philippine College
"Encaya, Pius",University of Santo Tomas,10,53160.0,17,4,3.875,3.528,13,0,1.321,1.727,0.406,76.47,2025,Philippine College
"Santos, Luis",University of Santo Tomas,15,77130.0,37,13,9.539,8.712,24,0,1.68,2.59,0.91,64.86,2024,Philippine College
"Lopez, Ryan",University of Santo Tomas,15,74970.0,17,8,4.829,3.742,9,0,0.648,1.224,0.576,52.94,2024,Philippine College
"Encaya, Pius",Mapúa University,15,65610.0,21,9,4.329,4.238,12,0,0.988,1.728,0.741,57.14,2024,Philippine College
"Mapula, Paul",Mapúa University,14,78960.0,21,4,6.715,6.914,17,0,1.163,1.436,0.274,80.95,2024,Philippine College
"Digal, Diegocarl",University of the Philippines,11,61182.0,14,5,3.377,3.434,9,0,0.794,1.236,0.441,64.29,2024,Philippine College
"Bacnis, Hugo",University of the Philippines,14,70644.0,23,9,4.881,4.696,14,0,1.07,1.758,0.688,60.87,2023,Philippine College
"Fernandez, Laurence",Far Eastern University,15,70830.0,28,15,5.678,5.949,13,0,0.991,2.135,1.144,46.43,2024,Philippine College
"Cruz, Jan",Lyceum,10,50880.0,18,7,5.965,5.455,11,0,1.167,1.91,0.743,61.11,2024,Philippine College
"Aningalan, Jul",De La Salle University,11,55308.0,5,2,-0.024,0.663,3,0,0.293,0.488,0.195,60.0,2025,Philippine College
"Digal, Diegocarl",University of Santo Tomas,12,59112.0,14,4,3.205,3.807,10,0,0.914,1.279,0.365,71.43,2023,Philippine College
"Aningalan, Jul",Adamson University,14,72408.0,27,8,5.582,4.97,19,0,1.417,2.014,0.597,70.37,2024,Philippine College
"Tagara, Pedro",National University,15,77580.0,32,10,5.113,4.94,22,0,1.531,2.227,0.696,68.75,2023,Philippine College
"Omitade, Edvard",National University,11,55638.0,16,4,4.82,4.738,12,0,1.165,1.553,0.388,75.0,2024,Philippine College
"Perez, Angelo",University of the Philippines,15,85410.0,37,11,9.879,10.027,26,0,1.644,2.339,0.695,70.27,2024,Philippine College
"Tabelin, Kirvy",Lyceum,11,52074.0,23,9,7.248,6.774,14,0,1.452,2.385,0.933,60.87,2024,Philippine College
"Escodo, Bel",Adamson University,11,50688.0,20,9,4.474,4.625,11,0,1.172,2.131,0.959,55.0,2025,Philippine College
"Lopez, Ryan",Far Eastern University,10,47760.0,6,2,2.223,2.23,4,0,0.452,0.678,0.226,66.67,2024,Philippine College
"Tagara, Pedro",Adamson University,15,70200.0,29,9,6.056,6.051,20,0,1.538,2.231,0.692,68.97,2024,Philippine College
"Tabelin, Kirvy",Mapúa University,11,53526.0,21,8,4.73,4.905,13,0,1.312,2.119,0.807,61.9,2024,Philippine College
"Omitade, Edvard",University of Santo Tomas,13,66144.0,26,12,6.144,5.175,14,0,1.143,2.123,0.98,53.85,2024,Philippine College
"Salingay, Sam",Far Eastern University,11,44220.0,23,12,4.251,3.872,11,0,1.343,2.809,1.465,47.83,2024,Philippine College
"Acebedo, James",Mapúa University,15,73710.0,25,8,3.562,4.015,17,0,1.245,1.832,0.586,68.0,2023,Philippine College
"Bacaycay, Kurt",Adamson University,13,61854.0,24,10,4.251,3.621,14,0,1.222,2.095,0.873,58.33,2024,Philippine College
"Fernandez, Laurence",Far Eastern University,15,65970.0,28,11,3.97,4.829,17,0,1.392,2.292,0.9,60.71,2023,Philippine College
"Mapula, Paul",Adamson University,15,73620.0,35,15,12.967,12.331,20,0,1.467,2.567,1.1,57.14,2023,Philippine College
"Omitade, Edvard",National University,15,75870.0,38,16,9.258,9.051,22,0,1.566,2.705,1.139,57.89,2024,Philippine College
"Reyes, Mark",Mapúa University,15,82710.0,34,16,5.541,5.41,18,0,1.175,2.22,1.045,52.94,2024,Philippine College
"Bacaycay, Kurt",Far Eastern University,14,70644.0,7,3,2.762,1.917,4,0,0.306,0.535,0.229,57.14,2023,Philippine College
"Cruz, Jan",University of the Philippines,15,68850.0,26,8,3.102,3.815,18,0,1.412,2.039,0.627,69.23,2024,Philippine College
"Tagara, Pedro",University of Santo Tomas,15,75780.0,28,12,4.38,4.341,16,0,1.14,1.995,0.855,57.14,2025,Philippine College
"Digal, Diegocarl",University of Santo Tomas,14,70140.0,23,11,4.647,5.65,12,0,0.924,1.771,0.847,52.17,2024,Philippine College
"Santos, Luis",Far Eastern University,12,62352.0,20,11,4.806,4.131,9,0,0.779,1.732,0.953,45.0,2024,Philippine College
"Bacnis, Hugo",San Beda University,13,59982.0,14,5,2.157,2.344,9,0,0.81,1.26,0.45,64.29,2024,Philippine College
"Tagara, Pedro",Ateneo de Manila University,14,79800.0,38,14,9.398,8.736,24,0,1.624,2.571,0.947,63.16,2023,Philippine College
"Cruz, Jan",University of Santo Tomas,11,52668.0,17,5,3.671,3.57,12,0,1.23,1.743,0.513,70.59,2023,Philippine College
"Digal, Diegocarl",Mapúa University,13,58422.0,27,9,3.895,4.397,18,0,1.664,2.496,0.832,66.67,2023,Philippine College
"Santos, Luis",University of the Philippines,13,59748.0,20,7,5.175,5.28,13,0,1.175,1.808,0.633,65.0,2025,Philippine College
"Perez, Angelo",Lyceum,10,51240.0,19,4,2.905,2.571,15,0,1.581,2.002,0.422,78.95,2025,Philippine College
"Barro, Harvy",National University,10,49500.0,15,7,3.712,4.103,8,0,0.873,1.636,0.764,53.33,2023,Philippine College
"Lopez, Ryan",National University,12,55656.0,17,2,2.663,3.053,15,0,1.455,1.649,0.194,88.24,2024,Philippine College
"Bacaycay, Kurt",De La Salle University,11,48840.0,9,5,2.144,2.104,4,0,0.442,0.995,0.553,44.44,2024,Philippine College
"Omitade, Edvard",Adamson University,13,61464.0,33,6,1.928,2.621,27,0,2.372,2.899,0.527,81.82,2023,Philippine College
"Cruz, Jan",National University,14,69384.0,17,9,4.062,4.856,8,0,0.623,1.323,0.7,47.06,2025,Philippine College
"Aningalan, Jul",Far Eastern University,13,61152.0,20,9,4.355,4.12,11,0,0.971,1.766,0.795,55.0,2024,Philippine College
"Encaya, Pius",San Beda University,11,57816.0,31,12,8.317,8.36,19,0,1.775,2.895,1.121,61.29,2025,Philippine College
"Escodo, Bel",Lyceum,12,55152.0,26,11,4.967,4.402,15,0,1.469,2.546,1.077,57.69,2024,Philippine College
"Mapula, Paul",Ateneo de Manila University,12,63216.0,41,17,2.627,3.174,24,0,2.05,3.502,1.452,58.54,2025,Philippine College
"Digal, Diegocarl",De La Salle University,12,64800.0,35,16,7.73,8.034,19,0,1.583,2.917,1.333,54.29,2023,Philippine College
"Libarnes, Jaro",University of Santo Tomas,10,49320.0,18,3,4.705,4.484,15,0,1.642,1.971,0.328,83.33,2023,Philippine College
"Tagara, Pedro",Ateneo de Manila University,15,70380.0,11,5,1.22,1.669,6,1,0.46,0.844,0.384,54.55,2025,Philippine College
"Acebedo, James",Lyceum,14,64008.0,31,12,6.464,6.645,19,0,1.603,2.615,1.012,61.29,2024,Philippine College
"Aningalan, Jul",Mapúa University,15,80550.0,18,7,2.401,2.669,11,0,0.737,1.207,0.469,61.11,2025,Philippine College
"Acebedo, James",San Beda University,11,54912.0,34,21,9.819,9.146,13,0,1.278,3.344,2.065,38.24,2023,Philippine College
"Barro, Harvy",Mapúa University,15,75600.0,20,7,5.519,5.539,13,1,0.929,1.429,0.5,65.0,2025,Philippine College
"Tagara, Pedro",Adamson University,12,48744.0,21,9,6.534,6.135,12,0,1.329,2.326,0.997,57.14,2024,Philippine College
"Salingay, Sam",San Beda University,12,62568.0,13,6,3.826,3.589,7,0,0.604,1.122,0.518,53.85,2023,Philippine College
"Barro, Harvy",National University,14,67368.0,24,7,4.362,4.885,17,0,1.363,1.924,0.561,70.83,2023,Philippine College
"Cruz, Jan",University of Santo Tomas,13,71682.0,37,20,10.229,11.723,17,0,1.281,2.787,1.507,45.95,2025,Philippine College
"Reyes, Mark",Ateneo de Manila University,10,48480.0,14,3,2.268,1.797,11,0,1.225,1.559,0.334,78.57,2023,Philippine College
"Reyes, Mark",Mapúa University,11,56298.0,29,8,7.779,8.277,21,0,2.014,2.782,0.767,72.41,2023,Philippine College
"Libarnes, Jaro",University of the Philippines,13,63648.0,22,9,4.19,4.213,13,0,1.103,1.867,0.764,59.09,2023,Philippine College
"Encaya, Pius",Far Eastern University,13,63726.0,25,11,9.913,9.981,14,0,1.186,2.118,0.932,56.0,2025,Philippine College
"Santos, Luis",Adamson University,15,76680.0,16,9,2.127,2.172,7,0,0.493,1.127,0.634,43.75,2023,Philippine College
"Santos, Luis",Ateneo de Manila University,15,77220.0,35,21,3.457,4.014,14,0,0.979,2.448,1.469,40.0,2024,Philippine College
"Bacaycay, Kurt",De La Salle University,13,62244.0,24,10,7.05,6.819,14,0,1.215,2.082,0.868,58.33,2024,Philippine College
"Tagara, Pedro",Mapúa University,13,65052.0,7,2,0.072,0.97,5,0,0.415,0.581,0.166,71.43,2025,Philippine College
"Perez, Angelo",Far Eastern University,10,52980.0,19,8,2.47,2.335,11,0,1.121,1.937,0.815,57.89,2024,Philippine College
"Salingay, Sam",Far Eastern University,13,61230.0,34,15,7.347,6.5,19,0,1.676,2.999,1.323,55.88,2024,Philippine College
"Santos, Luis",University of Santo Tomas,14,64596.0,17,6,3.112,4.216,11,0,0.92,1.421,0.502,64.71,2023,Philippine College
"Acebedo, James",Ateneo de Manila University,10,46080.0,15,7,2.711,2.772,8,0,0.938,1.758,0.82,53.33,2023,Philippine College
"Salingay, Sam",University of the Philippines,15,77400.0,25,10,4.199,4.414,15,0,1.047,1.744,0.698,60.0,2023,Philippine College
"Tabelin, Kirvy",University of the Philippines,13,52416.0,8,3,2.435,2.417,5,0,0.515,0.824,0.309,62.5,2023,Philippine College
"Mapula, Paul",Ateneo de Manila University,13,70746.0,30,8,5.55,5.295,22,0,1.679,2.29,0.611,73.33,2023,Philippine College
"Acebedo, James",Adamson University,13,52884.0,17,6,3.71,3.901,11,0,1.123,1.736,0.613,64.71,2024,Philippine College
"Lopez, Ryan",University of Santo Tomas,13,59748.0,32,14,4.458,4.025,18,0,1.627,2.892,1.265,56.25,2025,Philippine College
"Acebedo, James",Lyceum,14,63000.0,6,3,1.29,1.166,3,0,0.257,0.514,0.257,50.0,2025,Philippine College
"Fernandez, Laurence",University of Santo Tomas,13,67626.0,16,4,3.582,3.768,12,0,0.958,1.278,0.319,75.0,2025,Philippine College
"Cruz, Jan",San Beda University,11,58806.0,27,9,8.029,7.723,18,0,1.653,2.479,0.826,66.67,2023,Philippine College
"Digal, Diegocarl",Lyceum,15,59310.0,29,7,6.186,5.807,22,1,2.003,2.64,0.637,75.86,2023,Philippine College
"Barro, Harvy",University of the Philippines,15,80550.0,45,14,4.243,4.356,31,0,2.078,3.017,0.939,68.89,2025,Philippine College
"Encaya, Pius",National University,15,72450.0,25,8,6.093,6.489,17,0,1.267,1.863,0.596,68.0,2024,Philippine College
"Libarnes, Jaro",University of the Philippines,15,78390.0,26,6,4.046,3.992,20,0,1.378,1.791,0.413,76.92,2023,Philippine College
"Tagara, Pedro",Lyceum,15,69480.0,17,7,3.822,2.82,10,0,0.777,1.321,0.544,58.82,2024,Philippine College
"Barro, Harvy",Far Eastern University,13,68172.0,31,11,10.638,10.077,20,0,1.584,2.456,0.871,64.52,2024,Philippine College
"Bacaycay, Kurt",De La Salle University,13,62010.0,23,10,7.389,6.497,13,0,1.132,2.003,0.871,56.52,2024,Philippine College
"Santos, Luis",Ateneo de Manila University,13,61074.0,23,4,4.374,4.683,19,0,1.68,2.034,0.354,82.61,2025,Philippine College
"Omitade, Edvard",Adamson University,13,58890.0,17,5,3.595,4.089,12,0,1.1,1.559,0.458,70.59,2025,Philippine College
"Tabelin, Kirvy",Far Eastern University,12,57960.0,18,7,3.236,3.812,11,0,1.025,1.677,0.652,61.11,2024,Philippine College
"Reyes, Mark",Far Eastern University,14,71736.0,22,8,7.409,8.132,14,1,1.054,1.656,0.602,63.64,2023,Philippine College
"Bacaycay, Kurt",De La Salle University,13,68172.0,34,11,6.322,6.423,23,0,1.822,2.693,0.871,67.65,2023,Philippine College
"Barro, Harvy",National University,12,55008.0,20,5,2.201,2.278,15,0,1.473,1.963,0.491,75.0,2023,Philippine College
"Fernandez, Laurence",University of the Philippines,11,50556.0,16,5,1.162,1.267,11,0,1.175,1.709,0.534,68.75,2024,Philippine College
"Reyes, Mark",University of the Philippines,14,68460.0,30,14,10.078,9.095,16,0,1.262,2.366,1.104,53.33,2023,Philippine College
"Reyes, Mark",Mapúa University,13,65286.0,11,4,2.788,2.871,7,0,0.579,0.91,0.331,63.64,2025,Philippine College
"Encaya, Pius",Adamson University,13,61542.0,13,2,1.865,1.727,11,0,0.965,1.141,0.175,84.62,2024,Philippine College
"Aningalan, Jul",Adamson University,12,59832.0,23,10,5.251,5.589,13,0,1.173,2.076,0.903,56.52,2023,Philippine College
"Mapula, Paul",Far Eastern University,11,54846.0,11,3,0.924,1.088,8,0,0.788,1.083,0.295,72.73,2023,Philippine College
"Tagara, Pedro",Far Eastern University,15,72540.0,17,5,4.765,5.286,12,0,0.893,1.266,0.372,70.59,2024,Philippine College
"Barro, Harvy",San Beda University,12,63648.0,13,7,1.502,1.454,6,0,0.509,1.103,0.594,46.15,2023,Philippine College
"Santos, Luis",Far Eastern University,12,58896.0,24,8,7.109,7.762,16,0,1.467,2.2,0.733,66.67,2025,Philippine College
"Fernandez, Laurence",National University,12,65160.0,22,4,6.469,6.483,18,0,1.492,1.823,0.331,81.82,2025,Philippine College
"Omitade, Edvard",University of Santo Tomas,14,67620.0,18,7,2.454,2.933,11,0,0.878,1.437,0.559,61.11,2023,Philippine College
"Barro, Harvy",Adamson University,11,48642.0,24,4,5.982,5.796,20,0,2.22,2.664,0.444,83.33,2023,Philippine College
"Aningalan, Jul",University of Santo Tomas,10,48360.0,17,9,2.324,2.084,8,0,0.893,1.898,1.005,47.06,2024,Philippine College
"Fernandez, Laurence",National University,10,52920.0,25,7,3.72,3.658,18,0,1.837,2.551,0.714,72.0,2025,Philippine College
"Acebedo, James",Mapúa University,12,50472.0,20,6,4.997,4.834,14,0,1.498,2.14,0.642,70.0,2023,Philippine College
"Perez, Angelo",Far Eastern University,14,70896.0,32,10,10.02,9.636,22,0,1.676,2.437,0.762,68.75,2023,Philippine College
"Encaya, Pius",University of Santo Tomas,13,63414.0,16,6,5.603,5.778,10,0,0.852,1.362,0.511,62.5,2025,Philippine College
"Barro, Harvy",Far Eastern University,14,69636.0,27,9,8.887,8.958,18,0,1.396,2.094,0.698,66.67,2023,Philippine College
"Cruz, Jan",De La Salle University,10,44100.0,20,8,2.684,2.732,12,0,1.469,2.449,0.98,60.0,2025,Philippine College
"Encaya, Pius",Lyceum,13,67938.0,26,11,6.05,5.72,15,1,1.192,2.067,0.874,57.69,2025,Philippine College
"Digal, Diegocarl",Far Eastern University,15,78570.0,16,7,3.516,3.151,9,0,0.619,1.1,0.481,56.25,2025,Philippine College
"Salingay, Sam",University of Santo Tomas,14,74256.0,37,12,10.017,10.997,25,0,1.818,2.691,0.873,67.57,2025,Philippine College
"Encaya, Pius",University of the Philippines,14,72744.0,17,7,3.754,3.78,10,0,0.742,1.262,0.52,58.82,2023,Philippine College
"Lopez, Ryan",Adamson University,15,74520.0,23,5,4.752,4.345,18,0,1.304,1.667,0.362,78.26,2024,Philippine College
"Perez, Angelo",Lyceum,11,59268.0,29,9,6.234,5.98,20,0,1.822,2.642,0.82,68.97,2024,Philippine College
"Santos, Luis",Adamson University,15,65520.0,37,10,5.371,5.559,27,0,2.225,3.049,0.824,72.97,2024,Philippine College
"Bacaycay, Kurt",San Beda University,13,65208.0,16,4,3.349,3.594,12,0,0.994,1.325,0.331,75.0,2023,Philippine College
"Digal, Diegocarl",San Beda University,12,58536.0,16,5,3.276,3.711,11,0,1.015,1.476,0.461,68.75,2024,Philippine College
"Omitade, Edvard",San Beda University,14,69636.0,38,15,9.549,8.276,23,0,1.784,2.947,1.163,60.53,2025,Philippine College
"Tabelin, Kirvy",University of the Philippines,10,50760.0,19,8,4.593,4.662,11,0,1.17,2.021,0.851,57.89,2025,Philippine College
"Salingay, Sam",Adamson University,12,68400.0,24,6,2.424,1.95,18,0,1.421,1.895,0.474,75.0,2025,Philippine College
"Digal, Diegocarl",De La Salle University,12,55656.0,20,6,3.053,2.888,14,0,1.358,1.94,0.582,70.0,2024,Philippine College
"Lopez, Ryan",Ateneo de Manila University,14,61908.0,25,8,9.164,8.259,17,0,1.483,2.181,0.698,68.0,2023,Philippine College
"Bacnis, Hugo",Mapúa University,13,65754.0,24,9,9.236,8.222,15,0,1.232,1.971,0.739,62.5,2023,Philippine College
"Lopez, Ryan",San Beda University,14,73164.0,35,15,5.848,7.34,20,0,1.476,2.583,1.107,57.14,2025,Philippine College
"Reyes, Mark",Adamson University,12,57168.0,22,10,4.241,4.242,12,0,1.134,2.078,0.945,54.55,2024,Philippine College
"Bacaycay, Kurt",University of Santo Tomas,14,78540.0,32,11,5.674,5.339,21,0,1.444,2.2,0.756,65.62,2025,Philippine College
"Barro, Harvy",Ateneo de Manila University,10,48720.0,26,15,2.734,3.199,11,0,1.219,2.882,1.663,42.31,2023,Philippine College
"Aningalan, Jul",San Beda University,14,70896.0,18,9,2.78,2.509,9,0,0.686,1.371,0.686,50.0,2025,Philippine College
"Barro, Harvy",Adamson University,14,71904.0,29,9,8.338,7.988,20,0,1.502,2.178,0.676,68.97,2025,Philippine College
"Reyes, Mark",San Beda University,15,75960.0,17,6,3.907,4.127,11,0,0.782,1.209,0.427,64.71,2024,Philippine College
"Santos, Luis",De La Salle University,10,52440.0,24,12,6.912,6.996,12,0,1.236,2.471,1.236,50.0,2024,Philippine College
"Perez, Angelo",University of Santo Tomas,11,52404.0,21,9,6.4,6.247,12,1,1.237,2.164,0.927,57.14,2023,Philippine College
"Lopez, Ryan",De La Salle University,11,52800.0,29,10,6.817,7.07,19,0,1.943,2.966,1.023,65.52,2024,Philippine College
"Barro, Harvy",Adamson University,15,75600.0,19,9,3.957,3.886,10,0,0.714,1.357,0.643,52.63,2024,Philippine College
"Escodo, Bel",De La Salle University,15,62100.0,29,15,7.642,7.486,14,0,1.217,2.522,1.304,48.28,2024,Philippine College
"Reyes, Mark",Mapúa University,13,58578.0,19,8,4.863,4.453,11,0,1.014,1.752,0.737,57.89,2025,Philippine College
"Escodo, Bel",San Beda University,12,58032.0,19,7,3.183,2.733,12,0,1.117,1.768,0.651,63.16,2023,Philippine College
"Salingay, Sam",National University,12,58248.0,23,9,4.505,4.412,14,0,1.298,2.132,0.834,60.87,2023,Philippine College
"Mapula, Paul",National University,12,58536.0,33,10,4.391,4.579,23,0,2.122,3.044,0.923,69.7,2024,Philippine College
"Cruz, Jan",Ateneo de Manila University,14,70476.0,15,6,1.648,2.058,9,0,0.69,1.149,0.46,60.0,2023,Philippine College
"Mapula, Paul",University of the Philippines,10,47940.0,15,6,2.855,2.413,9,0,1.014,1.69,0.676,60.0,2025,Philippine College
"Aningalan, Jul",Adamson University,10,53700.0,25,13,7.926,7.61,12,0,1.207,2.514,1.307,48.0,2024,Philippine College
"Reyes, Mark",Ateneo de Manila University,15,70920.0,27,12,6.291,6.272,15,0,1.142,2.056,0.914,55.56,2025,Philippine College
"Bacnis, Hugo",National University,14,73332.0,7,1,2.492,1.692,6,0,0.442,0.515,0.074,85.71,2025,Philippine College
"Bacnis, Hugo",University of Santo Tomas,13,64194.0,26,6,6.109,5.245,20,0,1.682,2.187,0.505,76.92,2025,Philippine College
"Mapula, Paul",Far Eastern University,10,55140.0,19,8,3.975,5.236,11,0,1.077,1.861,0.783,57.89,2025,Philippine College
"Libarnes, Jaro",Adamson University,14,71400.0,29,7,9.359,9.183,22,0,1.664,2.193,0.529,75.86,2025,Philippine College
"Bacnis, Hugo",University of the Philippines,12,58248.0,28,11,5.096,4.775,17,0,1.576,2.596,1.02,60.71,2024,Philippine College
"Fernandez, Laurence",Ateneo de Manila University,13,58890.0,14,3,4.162,4.252,11,0,1.009,1.284,0.275,78.57,2025,Philippine College
"Salingay, Sam",De La Salle University,15,73890.0,37,11,3.268,3.362,26,0,1.9,2.704,0.804,70.27,2024,Philippine College
"Perez, Angelo",Ateneo de Manila University,12,56952.0,20,5,2.585,2.9,15,0,1.422,1.896,0.474,75.0,2024,Philippine College
"Escodo, Bel",University of the Philippines,15,71640.0,21,10,6.0,5.221,11,0,0.829,1.583,0.754,52.38,2025,Philippine College
"Acebedo, James",De La Salle University,11,62700.0,35,19,10.862,11.051,16,0,1.378,3.014,1.636,45.71,2024,Philippine College
"Barro, Harvy",Mapúa University,12,54576.0,16,5,3.928,4.299,11,0,1.088,1.583,0.495,68.75,2024,Philippine College
"Cruz, Jan",University of the Philippines,15,67230.0,28,12,6.727,6.458,16,0,1.285,2.249,0.964,57.14,2024,Philippine College
"Omitade, Edvard",De La Salle University,14,66528.0,24,6,4.646,5.324,18,0,1.461,1.948,0.487,75.0,2024,Philippine College
"Acebedo, James",University of Santo Tomas,15,68850.0,45,17,12.815,13.09,28,0,2.196,3.529,1.333,62.22,2024,Philippine College
"Cruz, Jan",Adamson University,12,58248.0,25,9,4.491,4.221,16,0,1.483,2.318,0.834,64.0,2025,Philippine College
"Acebedo, James",De La Salle University,15,72720.0,28,8,5.475,5.193,20,0,1.485,2.079,0.594,71.43,2024,Philippine College
"Tabelin, Kirvy",Far Eastern University,13,66222.0,40,14,7.809,7.548,26,0,2.12,3.262,1.142,65.0,2024,Philippine College
"Encaya, Pius",De La Salle University,13,63258.0,29,10,7.422,7.447,19,0,1.622,2.476,0.854,65.52,2024,Philippine College
"Bacaycay, Kurt",University of Santo Tomas,10,52920.0,30,9,4.403,4.613,21,0,2.143,3.061,0.918,70.0,2024,Philippine College
"Perez, Angelo",Adamson University,15,70740.0,35,7,7.133,7.099,28,0,2.137,2.672,0.534,80.0,2024,Philippine College
"Libarnes, Jaro",Lyceum,10,45420.0,11,2,3.591,3.429,9,0,1.07,1.308,0.238,81.82,2024,Philippine College
"Mapula, Paul",Ateneo de Manila University,11,50424.0,17,6,4.068,3.835,11,0,1.178,1.821,0.643,64.71,2024,Philippine College
"Bacnis, Hugo",Adamson University,11,55176.0,25,12,6.831,5.99,13,0,1.272,2.447,1.174,52.0,2024,Philippine College
"Salingay, Sam",De La Salle University,15,72360.0,21,10,4.632,4.307,11,0,0.821,1.567,0.746,52.38,2025,Philippine College
"Perez, Angelo",Mapúa University,13,58734.0,12,6,1.143,2.151,6,0,0.552,1.103,0.552,50.0,2024,Philippine College
"Bacaycay, Kurt",University of the Philippines,14,79212.0,23,7,5.378,5.206,16,0,1.091,1.568,0.477,69.57,2024,Philippine College
"Lopez, Ryan",De La Salle University,13,63102.0,29,11,5.973,5.541,18,0,1.54,2.482,0.941,62.07,2023,Philippine College
"Acebedo, James",De La Salle University,13,64038.0,11,2,2.846,3.383,9,0,0.759,0.928,0.169,81.82,2023,Philippine College
"Tagara, Pedro",Ateneo de Manila University,15,82080.0,45,9,4.772,4.592,36,0,2.368,2.961,0.592,80.0,2025,Philippine College
"Reyes, Mark",National University,15,70110.0,24,9,5.123,5.946,15,0,1.155,1.849,0.693,62.5,2025,Philippine College
"Tagara, Pedro",Lyceum,11,45144.0,23,9,5.775,5.621,14,0,1.675,2.751,1.077,60.87,2024,Philippine College
"Barro, Harvy",De La Salle University,10,44760.0,10,5,2.516,3.215,5,0,0.603,1.206,0.603,50.0,2023,Philippine College
"Tagara, Pedro",University of Santo Tomas,11,58146.0,10,2,1.695,1.802,8,0,0.743,0.929,0.186,80.0,2024,Philippine College
"Escodo, Bel",University of the Philippines,13,66144.0,8,4,0.942,1.086,4,0,0.327,0.653,0.327,50.0,2025,Philippine College
"Santos, Luis",National University,15,61290.0,20,6,5.17,4.922,14,0,1.233,1.762,0.529,70.0,2024,Philippine College
"Fernandez, Laurence",Ateneo de Manila University,13,64506.0,22,9,2.95,2.453,13,0,1.088,1.842,0.753,59.09,2023,Philippine College
"Omitade, Edvard",San Beda University,11,47850.0,14,3,3.9,4.089,11,0,1.241,1.58,0.339,78.57,2024,Philippine College
"Digal, Diegocarl",De La Salle University,14,61572.0,30,10,6.73,6.135,20,0,1.754,2.631,0.877,66.67,2024,Philippine College
"Aningalan, Jul",University of the Philippines,13,66612.0,31,11,6.527,6.647,20,0,1.621,2.513,0.892,64.52,2023,Philippine College
"Salingay, Sam",Mapúa University,13,58734.0,20,7,4.913,5.562,13,0,1.195,1.839,0.644,65.0,2025,Philippine College
"Perez, Angelo",University of the Philippines,15,70200.0,35,13,9.846,9.147,22,0,1.692,2.692,1.0,62.86,2025,Philippine College
"Fernandez, Laurence",University of Santo Tomas,15,75330.0,22,12,4.082,4.084,10,0,0.717,1.577,0.86,45.45,2025,Philippine College
"Acebedo, James",Ateneo de Manila University,15,69930.0,34,12,6.716,5.729,22,0,1.699,2.625,0.927,64.71,2025,Philippine College
"Mapula, Paul",University of the Philippines,13,59592.0,6,2,1.049,1.282,4,0,0.362,0.544,0.181,66.67,2025,Philippine College
"Fernandez, Laurence",Lyceum,10,54960.0,33,15,7.7,7.487,18,0,1.769,3.242,1.474,54.55,2023,Philippine College
"Escodo, Bel",University of Santo Tomas,10,56640.0,19,6,3.818,4.009,13,0,1.239,1.811,0.572,68.42,2025,Philippine College
"Bacaycay, Kurt",University of the Philippines,15,73620.0,15,5,1.982,1.844,10,0,0.733,1.1,0.367,66.67,2023,Philippine College
"Bacnis, Hugo",Far Eastern University,12,51840.0,26,9,7.631,7.304,17,0,1.771,2.708,0.938,65.38,2023,Philippine College
"Cruz, Jan",San Beda University,14,71316.0,22,8,5.531,4.762,14,0,1.06,1.666,0.606,63.64,2025,Philippine College
"Omitade, Edvard",National University,15,78390.0,26,14,8.553,8.553,12,0,0.827,1.791,0.964,46.15,2024,Philippine College
"Cruz, Jan",Adamson University,13,71058.0,26,10,5.123,5.481,16,0,1.216,1.976,0.76,61.54,2024,Philippine College
"Aningalan, Jul",University of the Philippines,10,47940.0,20,6,3.895,3.881,14,0,1.577,2.253,0.676,70.0,2023,Philippine College
"Bacaycay, Kurt",Adamson University,13,60294.0,18,9,5.008,4.53,9,0,0.806,1.612,0.806,50.0,2025,Philippine College
"Escodo, Bel",Lyceum,15,78390.0,25,8,5.726,6.437,17,0,1.171,1.722,0.551,68.0,2025,Philippine College
"Reyes, Mark",San Beda University,11,52404.0,11,5,1.246,1.371,6,0,0.618,1.134,0.515,54.55,2023,Philippine College
"Lopez, Ryan",Ateneo de Manila University,10,45120.0,24,10,7.951,7.907,14,0,1.676,2.872,1.197,58.33,2025,Philippine College
